1627,125
1630,36
1634,14
1641,172
1645,97
1646,69
1647,72
1649,96
1652,88
1655,8
1658,133
1659,31
1661,11
1663,38
1665,162
1671,37
1673,161
1679,9
1683,134
1685,86
1686,195
1689,26
1692,129
1694,84
1697,14
1700,128
1701,109
1702,181
1707,202
1711,195
1712,148
1714,79
1715,147
1717,34
1719,195
1720,196
1726,59
1728,135
1733,62
1742,113
1744,33
1755,203
1756,1
1758,26
1765,103
1767,106
1770,8
1771,17
1772,169
1774,4
1775,58
1776,147
1779,145
1780,89
1785,195
1787,72
1793,53
1796,56
1797,203
1800,131
1805,53
1806,120
1807,94
1809,128
1810,139
1812,188
1814,106
1822,78
1823,183
1830,83
1831,205
1836,70
1837,109
1838,144
1843,163
1845,181
1851,127
1861,162
1864,41
1867,24
1869,77
1870,204
1874,27
1878,56
1879,208
1880,28
1881,25
1883,3
1884,107
1887,184
1889,59
1890,13
1905,57
1907,185
1910,105
1912,51
1915,76
1917,90
1925,85
1935,135
1937,174
1942,11
1944,21
1945,76
1949,102
1951,111
1955,132
1964,31
1970,118
1974,78
1975,105
1976,193
1979,149
1985,145
1987,109
1988,38
1992,180
1994,153
1995,121
1997,61
1999,47
2000,161
2003,27
2004,86
2007,86
2008,50
2010,54
2013,46
2016,53
2021,41
2022,156
2023,82
2026,44
2029,74
2030,139
2033,57
2034,145
2035,63
2042,8
2043,174
2047,39
2048,9
2050,148
2052,150
2057,107
2058,10
2062,20
2064,147
2068,94
2069,116
2070,55
2073,146
2077,96
2080,48
2081,71
2082,103
2083,126
2088,207
2089,147
2093,46
2095,73
2097,29
2100,96
2101,69
2102,91
2104,35
2106,118
2107,73
2108,118
2110,119
2111,72
2113,51
2121,3
2127,96
2130,12
2134,196
2137,61
2141,160
2161,193
2163,143
2164,36
2165,157
2170,51
2172,173
2173,123
2177,192
2181,101
2186,94
2191,201
2195,155
2199,200
2200,148
2202,129
2203,54
2204,149
2206,49
2210,23
2211,52
2212,26
2214,98
2216,53
2217,72
2219,108
2220,50
2222,27
2223,122
2224,209
2225,18
2227,119
2228,45
2230,96
2231,125
2232,68
2235,85
2236,209
2248,117
2251,145
2257,12
2258,176
2260,64
2263,201
2264,164
2268,148
2270,165
2271,181
2273,52
2280,191
2283,77
2291,54
2293,56
2294,170
2297,170
2299,197
2305,25
2307,15
2312,33
2314,35
2315,131
2322,198
2326,134
2332,191
2334,75
2335,194
2339,29
2343,105
2347,149
2351,62
2352,144
2353,176
2356,168
2363,115
2368,160
2372,140
2379,95
2380,142
2383,141
2384,111
2387,92
2389,141
2396,161
2397,61
2398,36
2404,120
2405,116
2407,101
2408,158
2412,98
2413,79
2414,202
2422,171
2428,5
2431,139
2433,66
2440,92
2442,112
2443,37
2444,145
2445,29
2454,139
2457,112
2458,165
2460,204
2463,176
2464,8
2465,137
2466,27
2471,175
2473,162
2474,75
2484,67
2485,136
2488,149
2491,2
2492,5
2494,181
2495,121
2502,195
2506,202
2509,204
2512,11
2513,40
2514,134
2516,2
2520,211
2523,181
2528,91
2533,65
2537,37
2538,203
2545,40
2546,192
2548,96
2554,171
2556,189
2563,44
2566,95
2570,124
2572,208
2574,93
2576,4
2577,36
2579,199
2585,155
2587,129
2598,48
2601,8
2605,160
2609,210
2618,184
2621,186
2622,136
2623,142
2628,194
2630,8
2637,128
2642,164
2650,57
2652,97
2653,10
2657,60
2658,59
2660,155
2663,182
2665,47
2666,4
2667,55
2669,174
2670,132
2674,170
2675,77
2676,8
2681,90
2685,80
2689,100
2694,200
2706,115
2710,179
2713,9
2718,138
2727,63
2728,206
2733,37
2737,3
2749,70
2751,108
2753,4
2759,61
2763,207
2764,194
2765,163
2766,66
2768,160
2769,32
2771,75
2772,189
2780,176
2782,79
2786,74
2791,10
2792,82
2797,14
2803,87
2812,115
2813,93
2814,119
2815,6
2819,203
2821,78
2822,108
2825,47
2830,207
2834,200
2835,145
2842,76
2845,67
2847,15
2850,197
2855,103
2857,193
2860,72
2861,63
2863,189
2867,65
2868,68
2871,61
2875,56
2878,74
2883,59
2884,206
2885,202
2886,181
2887,37
2889,121
2892,11
2895,33
2896,127
2899,108
2901,41
2903,94
2910,152
2911,75
2918,77
2919,153
2920,165
2923,70
2927,100
2930,18
2934,8
2944,37
2951,123
2954,169
2965,56
2967,21
2969,90
2976,22
2977,79
2978,4
2979,159
2980,73
2986,188
2989,132
2996,61
3000,39
3003,69
3006,139
3007,30
3009,118
3010,75
3013,57
3014,94
3015,46
3020,148
3023,38
3026,69
3030,95
3033,78
3035,131
3037,55
3039,141
3040,14
3042,112
3045,1
3046,140
3048,87
3051,117
3059,35
3062,29
3063,71
3064,79
3070,101
3075,46
3076,81
3080,161
3081,7
3082,186
3083,27
3086,160
3093,158
3094,183
3096,189
3103,193
3105,66
3107,199
3111,8
3112,72
3113,165
3116,56
3121,164
3124,22
3125,124
3127,21
3128,34
3130,141
3136,39
3137,52
3138,69
3139,50
3141,169
3142,130
3144,137
3151,33
3153,79
3154,60
3157,31
3160,110
3163,205
3164,207
3165,134
3169,58
